CODE	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
21714339	0	0	2	1	0	0	0	0	3
21768048	1	0	0	0	0	0	0	0	1
21733881	2	0	0	0	0	0	0	0	2
21696519	4	0	1	0	0	0	0	2	7
21716919	1	0	0	0	0	0	0	0	1
21904979	5	0	0	0	0	0	0	8	13
21728364	6	0	0	0	0	0	0	0	6
21948046	2	0	0	0	0	1	0	2	5
22299297	4	0	0	0	0	0	0	4	8
22241019	1	0	0	0	0	0	0	1	2
25601563	6	0	0	0	0	0	0	1	7
21862966	10	0	0	0	0	0	0	2	12
25172051	2	0	0	0	0	0	0	2	4
21950245	2	0	0	0	0	0	0	1	3
22354913	4	0	0	0	0	0	0	4	8
22186964	3	0	0	0	0	0	0	1	4
25757067	0	0	2	0	0	0	0	0	2
26141914	2	0	0	0	0	0	0	0	2
22169822	4	0	0	0	0	0	0	1	5
22003321	5	0	0	0	0	0	0	3	8
22026941	0	0	0	0	0	0	0	1	1
21788596	6	0	0	0	0	0	0	2	8
22168001	3	0	0	0	0	0	0	0	3
21858497	0	0	0	0	0	0	0	2	2
21714142	1	0	1	0	0	0	0	0	2
22027939	2	0	0	0	0	0	0	2	4
21741646	6	0	0	0	0	0	0	0	6
21795975	0	0	1	0	0	0	0	0	1
22181393	2	0	0	0	0	0	0	1	3
22024662	1	0	0	0	0	0	0	0	1
21911371	1	0	0	0	0	0	0	1	2
22263853	1	0	0	0	0	0	0	1	2
21789916	5	0	1	0	0	0	0	0	6
22022457	7	0	0	0	0	0	0	2	9
22081712	10	0	0	0	0	0	0	2	12
21747733	0	0	0	0	0	0	0	1	1
21911312	0	0	0	0	0	0	0	1	1
21775141	2	0	0	0	0	0	0	1	3
22030387	2	0	1	0	0	0	0	0	3
21965765	0	0	0	0	0	0	0	1	1
22023755	1	0	0	0	0	0	0	0	1
21944245	5	0	0	0	0	0	0	1	6
22742743	2	0	1	4	0	0	0	2	9
22079921	1	0	0	0	0	0	0	1	2
26736233	2	0	0	0	0	0	0	1	3
22169385	3	0	0	0	0	0	0	3	6
21995818	1	0	0	0	0	0	0	1	2
22029621	1	0	0	0	0	0	0	1	2
21705615	5	0	1	0	0	0	0	1	7
21730431	2	0	0	0	0	0	0	0	2
22168923	4	0	0	0	0	0	0	1	5
22074571	1	0	0	0	0	0	0	1	2
22102213	4	0	1	0	0	0	0	0	5
22253165	0	0	0	0	0	0	0	1	1
21795223	10	0	0	0	0	0	0	0	10
21709351	6	0	0	0	0	0	0	0	6
21712182	1	0	0	0	0	0	0	0	1
22098666	2	0	0	0	0	0	0	0	2
21696365	0	0	2	0	0	0	0	0	2
22255079	2	0	0	0	0	0	0	0	2
22302140	8	0	0	0	0	0	0	0	8
22395431	7	0	0	0	0	0	0	3	10
22171100	6	0	2	0	0	0	0	2	10
21914338	1	0	0	0	0	0	0	0	1
25509608	4	0	0	0	0	0	0	0	4
22026517	1	0	0	0	0	0	0	1	2
22364650	4	0	0	0	0	0	0	1	5
22174281	1	0	0	0	0	0	0	0	1
22268146	0	0	0	0	0	0	0	2	2
22044248	2	0	1	0	0	0	0	1	4
22192409	2	0	0	0	0	0	0	0	2
21794430	9	0	0	0	0	0	0	2	11
22104631	2	0	0	0	0	0	0	1	3
22352724	3	0	1	0	0	0	0	0	4
22173749	2	0	0	0	0	0	0	0	2
22304801	3	1	0	0	0	0	0	1	5
22101764	1	0	0	0	0	0	0	0	1
22184937	1	0	0	0	0	0	1	1	3
21909920	1	0	0	0	0	0	0	0	1
22698922	2	0	0	0	0	0	0	0	2
22154043	5	0	0	0	0	0	0	2	7
21813728	1	0	0	0	0	0	0	0	1
22044558	5	0	0	0	0	0	0	1	6
22305947	4	0	0	0	0	0	0	5	9
21780196	4	0	0	0	0	0	0	0	4
21796017	2	0	0	0	0	0	0	0	2
22203494	7	0	0	0	0	0	0	1	8
22386408	1	0	0	0	0	0	0	0	1
22302913	2	0	1	0	0	0	0	1	4
21967458	1	0	0	0	0	0	0	0	1
21946906	6	0	0	0	0	0	0	1	7
26123363	7	0	0	0	0	0	0	1	8
21798010	1	0	0	0	0	0	0	0	1
21944407	4	0	0	0	0	1	0	0	5
22306757	0	0	5	5	0	0	0	0	10
21784922	6	0	0	0	0	0	0	3	9
21792747	1	0	0	0	0	0	0	0	1
21793956	10	0	0	0	0	0	0	3	13
21792364	5	0	0	0	0	0	0	0	5
22331646	1	0	0	0	0	0	0	0	1
22381015	1	0	0	0	0	0	0	1	2
22704761	0	0	1	2	0	0	0	0	3
22390839	7	0	0	0	0	0	0	2	9
22364897	1	0	0	0	0	0	0	0	1
22361171	1	0	0	0	0	0	0	0	1
22089276	4	0	0	0	0	0	0	2	6
22099719	4	0	1	0	0	0	0	2	7
22093621	1	0	0	0	0	0	0	0	1
22084622	1	1	0	0	0	0	0	0	2
22189467	4	0	0	0	0	0	0	1	5
22240691	3	0	0	0	0	0	0	2	5
22242902	2	0	0	0	0	0	0	0	2
22289381	4	0	0	0	0	0	0	1	5
22288856	1	0	0	0	0	0	0	1	2
22203745	1	0	0	0	0	0	0	1	2
22161325	2	0	0	0	0	0	0	0	2
22288848	2	0	0	0	0	0	0	0	2
22206434	1	0	0	0	0	0	0	1	2
22154752	4	0	0	0	0	0	0	0	4
21763402	8	0	0	0	0	0	0	1	9
22366989	5	0	1	0	0	0	0	1	7
22166891	3	0	0	0	0	0	0	3	6
22287949	1	0	0	0	0	0	0	1	2
21801665	1	0	0	0	0	1	0	0	2
22181369	4	0	0	0	0	0	0	1	5
22161074	2	0	0	0	0	0	0	1	3
22221204	1	0	0	0	0	0	0	0	1
22080741	0	0	3	0	0	0	0	0	3
21967989	2	0	0	0	0	0	0	1	3
21864586	0	1	0	0	0	0	0	0	1
22079165	1	1	1	0	0	0	0	0	3
22283510	2	0	0	0	0	0	0	0	2
22265601	2	0	0	0	0	0	0	2	4
21795282	4	0	0	0	0	0	0	1	5
21762376	1	0	0	0	0	0	0	2	3
25838598	0	0	0	0	0	1	0	0	1
22179500	5	0	0	0	0	0	0	4	9
22654011	5	0	0	0	0	0	0	0	5
22354719	6	0	0	0	0	0	0	0	6
22303081	1	0	1	0	0	0	0	1	3
22287566	4	0	0	0	0	0	0	0	4
22189505	2	0	0	0	0	0	0	2	4
22385746	6	0	0	0	0	0	0	3	9
22108459	1	0	0	0	0	0	0	0	1
25753649	1	0	0	0	0	0	0	0	1
21786704	6	0	0	0	0	0	0	0	6
22398562	3	0	0	0	0	0	0	0	3
21773980	1	0	0	0	0	0	0	0	1
21717567	0	0	2	1	0	0	0	0	3
21767050	6	0	1	0	0	0	0	0	7
21787417	4	0	0	0	0	0	0	2	6
22295097	7	0	0	0	0	0	0	1	8
22205063	2	0	0	0	0	0	0	0	2
22367152	7	0	0	0	0	0	0	0	7
22354549	5	0	0	0	0	0	0	2	7
21748403	1	0	0	0	0	0	0	1	2
21751307	3	0	1	0	0	0	0	0	4
22372806	0	0	0	0	0	0	0	1	1
22701206	2	0	0	0	0	0	0	0	2
22363262	1	0	0	0	0	0	0	0	1
21707375	3	0	0	0	0	0	0	0	3
22026240	3	0	0	0	0	0	0	1	4
22191500	4	0	0	0	0	0	0	0	4
22028838	1	0	0	0	0	0	0	1	2
21809216	1	0	0	0	0	0	0	0	1
22366725	2	0	0	0	0	0	0	0	2
21913617	1	0	0	0	0	0	0	0	1
21715793	3	0	1	0	0	0	0	1	5
22203711	1	0	0	0	0	0	0	0	1
22236007	1	0	0	0	0	0	0	0	1
22175903	3	0	0	0	0	0	0	0	3
75336995	1	1	0	0	0	0	0	0	2
22099735	5	0	0	0	0	0	0	2	7
25011731	3	0	0	0	0	0	0	1	4
21768188	5	0	0	0	0	0	0	0	5
22309420	2	0	1	0	0	0	0	2	5
25977610	2	0	0	0	0	0	0	1	3
21798885	1	0	0	0	0	0	0	0	1
22043357	1	0	0	0	0	0	0	0	1
21723460	0	0	2	1	0	0	0	0	3
22189203	2	0	0	0	0	0	0	0	2
22293337	3	0	0	0	0	0	0	1	4
22383221	13	0	0	0	0	0	0	1	14
22026533	1	0	0	0	0	0	0	0	1
22218025	1	0	0	0	0	0	0	0	1
21710082	7	0	0	0	0	0	0	0	7
22186204	1	0	0	0	0	0	0	0	1
22386271	0	0	0	0	0	0	0	1	1
21903212	2	0	0	0	0	0	0	1	3
22007369	2	0	0	0	0	0	0	0	2
22222359	4	0	0	0	0	0	0	3	7
22087001	2	0	0	0	0	0	0	0	2
22376151	2	0	0	0	0	0	0	0	2
22329943	2	0	0	0	0	0	0	0	2
26061309	3	0	0	0	0	0	0	1	4
21806136	0	0	0	0	0	0	0	1	1
22320482	1	0	0	0	0	0	0	1	2
22029753	5	0	0	0	0	0	0	2	7
21867003	9	0	0	0	0	0	0	4	13
21943877	5	0	0	0	0	0	0	0	5
73495107	0	0	1	0	0	0	0	0	1
22162836	2	0	0	0	0	0	0	0	2
22398503	0	0	0	0	0	0	0	1	1
21776911	3	0	0	0	0	0	0	0	3
21962979	1	0	0	0	0	0	0	0	1
22238051	1	0	0	0	0	0	0	0	1
21963002	0	0	0	0	0	0	0	1	1
30489377	9	0	0	0	0	0	0	2	11
22206230	1	0	0	0	0	0	0	0	1
21714223	4	0	0	0	0	0	0	0	4
21812896	0	0	0	0	0	1	0	0	1
21802629	0	0	1	0	0	0	0	0	1
22043195	3	0	0	0	0	0	0	0	3
27318052	7	0	0	0	0	0	0	0	7
22204687	4	0	1	0	0	1	0	0	6
21703515	0	0	0	0	0	0	0	1	1
22290851	7	0	0	0	0	0	0	3	10
21943176	7	0	1	0	0	0	0	1	9
21953082	1	0	0	0	0	0	0	2	3
21946761	14	0	0	0	0	0	0	4	18
22019642	1	0	0	0	0	0	0	0	1
21806179	2	0	0	0	0	0	0	0	2
22710213	8	0	0	0	0	0	0	0	8
22354298	1	0	0	0	0	0	0	0	1
21715980	5	0	1	0	0	0	0	1	7
21768111	0	0	1	0	0	0	0	0	1
21722544	0	1	0	0	0	0	0	0	1
21749701	1	0	0	0	0	0	0	1	2
21791805	3	0	0	0	0	0	0	0	3
22381511	4	0	0	0	0	0	0	0	4
22189432	5	0	0	0	0	0	0	1	6
22237607	1	0	0	0	0	0	0	0	1
22330402	2	0	0	0	0	0	0	1	3
21742120	0	0	1	0	0	2	0	0	3
22100318	1	0	0	0	0	0	0	0	1
22023402	1	0	0	0	0	0	0	0	1
22149431	3	0	0	0	0	0	0	7	10
21725063	2	0	0	0	0	0	0	1	3
22241701	1	0	0	0	0	0	0	1	2
22201068	4	0	0	0	0	0	0	0	4
22079394	4	0	0	0	0	0	0	0	4
22161023	0	0	0	0	0	0	0	1	1
21717028	0	0	0	0	0	0	0	1	1
21787930	11	0	0	0	0	0	0	3	14
22706542	6	0	0	0	0	0	0	2	8
22169121	2	0	0	0	0	0	0	1	3
22204954	2	0	0	0	0	0	0	0	2
22260871	0	0	0	0	0	0	0	1	1
22023852	0	0	0	0	0	0	0	1	1
21793581	7	0	0	0	0	0	0	2	9
22257977	1	0	0	0	0	0	0	1	2
22184201	1	0	0	0	0	0	0	1	2
22221441	2	0	0	0	0	0	0	0	2
22101004	0	0	1	0	0	0	0	0	1
21757038	1	0	0	0	0	0	0	0	1
22042601	1	0	1	0	0	0	0	0	2
21859990	0	0	0	0	0	0	0	1	1
22021884	2	0	0	0	0	0	0	1	3
21743517	8	0	3	0	0	0	0	3	14
22295607	4	0	0	0	0	0	0	0	4
22156437	1	0	0	0	0	0	0	1	2
21869642	0	0	0	0	0	1	0	0	1
22098500	2	0	0	0	0	0	0	0	2
22362975	2	0	0	0	0	0	0	1	3
21952248	8	0	0	0	0	0	0	3	11
22689192	0	0	0	0	0	0	0	1	1
21949972	1	0	0	0	0	0	0	1	2
21702039	1	0	0	0	0	0	0	0	1
21725624	1	0	3	0	0	0	0	1	5
22373055	0	0	0	0	0	0	0	2	2
21696616	4	0	1	0	0	0	0	1	6
26061287	0	0	0	0	0	0	0	1	1
22768858	2	0	0	0	0	0	0	4	6
21695083	2	0	1	0	0	0	0	0	3
22096931	1	0	0	0	0	0	0	0	1
22398881	1	0	0	0	0	0	0	6	7
21746524	0	0	0	0	0	0	0	1	1
21709521	6	0	1	0	0	0	0	0	7
21748276	4	0	1	0	0	0	0	3	8
22206418	1	0	0	0	0	0	0	0	1
27782964	0	0	0	0	0	2	0	0	2
22089349	1	0	1	0	0	0	0	0	2
21965030	3	0	0	0	0	0	0	1	4
22293086	16	0	0	0	0	0	0	1	17
21710635	0	0	3	10	0	0	0	0	13
22098526	1	0	1	0	0	0	0	0	2
21965846	1	0	0	0	0	0	0	1	2
22154485	2	0	0	0	0	0	0	2	4
22739467	9	0	0	0	0	0	0	5	14
26213745	1	0	0	0	0	0	0	0	1
21724385	0	0	8	0	0	0	0	0	8
22161431	0	0	0	0	0	0	0	1	1
22194142	2	0	0	0	0	0	0	0	2
22204113	2	0	0	0	0	0	0	3	5
22026495	1	0	0	0	0	0	0	0	1
22209352	2	0	0	0	0	0	0	1	3
22155481	0	0	0	0	0	0	0	2	2
21768986	6	0	0	0	0	0	0	1	7
21713855	2	0	1	0	0	0	0	1	4
22041940	8	0	1	0	0	0	0	1	10
25406191	1	0	0	0	0	0	0	0	1
22293311	0	0	2	0	0	0	0	1	3
21736413	2	0	0	1	0	0	0	2	5
22360336	0	0	1	0	0	0	0	1	2
22100784	5	0	0	0	0	0	0	1	6
22178139	5	1	0	0	0	0	0	3	9
22654003	2	0	0	0	0	0	0	1	3
22264256	4	0	0	0	0	0	0	0	4
22350977	3	0	0	0	0	0	0	0	3
22165533	0	0	0	0	0	0	0	1	1
22041052	3	0	0	0	0	1	0	4	8
22374574	1	0	0	0	0	0	0	1	2
21859337	0	0	0	0	0	0	0	1	1
21781460	9	0	2	0	0	0	0	3	14
22308601	9	0	0	0	0	0	0	2	11
22077537	3	0	0	0	0	0	0	2	5
22148400	3	0	0	0	0	0	0	0	3
21866775	6	0	0	0	0	0	0	2	8
22306960	0	0	1	0	0	0	0	0	1
21805857	2	0	0	0	0	0	0	0	2
22283226	5	0	0	0	0	0	0	1	6
21795070	4	0	0	0	0	0	0	2	6
22018662	3	0	0	0	0	0	0	0	3
21769028	8	0	0	0	0	0	0	3	11
27681017	0	1	0	0	0	0	0	0	1
22023330	1	0	0	0	0	0	0	0	1
21696551	2	0	0	0	0	0	0	1	3
22019731	2	0	0	0	0	0	0	0	2
22219285	2	0	0	0	0	0	0	0	2
22154957	3	0	0	0	0	0	0	2	5
22005161	1	0	0	0	0	0	0	0	1
74384210	2	0	0	0	0	0	0	1	3
22189858	3	0	0	0	0	0	0	2	5
22077341	1	0	0	0	0	0	0	0	1
21941734	3	0	0	0	0	0	0	1	4
22092871	1	0	0	0	0	0	0	1	2
21703531	1	0	1	0	0	0	0	0	2
21795185	1	0	0	0	0	0	0	0	1
22102086	5	0	0	0	0	0	0	0	5
22256776	6	0	0	0	0	0	0	0	6
27104478	1	0	0	0	0	0	0	2	3
22005234	1	0	0	0	0	0	0	0	1
26280132	5	0	0	0	0	0	0	3	8
22242228	1	0	0	0	0	0	0	0	1
22106774	1	0	0	0	0	0	0	0	1
22354603	4	0	0	0	0	0	0	0	4
21696888	0	0	1	0	0	0	0	2	3
22262466	1	0	0	0	0	0	0	0	1
21806616	1	0	0	0	0	0	0	2	3
22102159	3	0	0	0	0	0	0	0	3
21698571	8	0	0	0	0	0	0	0	8
21793298	4	0	0	0	0	0	0	1	5
22236520	2	0	0	0	0	0	0	0	2
22088164	4	0	0	0	0	0	0	2	6
21765073	6	0	0	0	0	0	0	2	8
22192280	5	0	0	0	0	0	0	2	7
21754152	3	0	0	0	0	0	0	1	4
21873411	1	0	0	0	0	0	0	1	2
21785961	3	0	1	0	0	0	0	2	6
22311211	1	0	1	0	0	0	0	0	2
22301135	4	0	0	0	0	0	0	0	4
21725811	0	0	0	3	0	0	0	0	3
21716307	0	0	0	4	0	0	0	0	4
21720347	0	0	0	4	0	0	0	0	4
21723842	5	0	1	1	0	0	0	0	7
22742123	1	0	0	0	0	0	0	0	1
21813019	1	0	0	0	0	0	0	1	2
22293132	1	0	0	0	0	0	0	0	1
22305505	6	0	2	0	0	0	0	0	8
21763178	1	0	0	0	0	0	0	1	2
22396586	2	0	0	0	0	0	0	1	3
22378391	5	0	0	0	0	0	0	0	5
25097580	1	0	0	0	0	0	0	0	1
22323759	2	0	0	0	0	0	0	2	4
22039422	6	0	0	0	0	0	0	0	6
22029036	1	0	0	0	0	0	0	1	2
22022929	0	0	0	1	0	0	0	0	1
22149554	2	0	0	0	0	0	0	3	5
22239618	2	0	0	0	0	0	0	0	2
22176764	1	0	0	0	0	0	0	1	2
22176969	7	0	0	0	0	0	0	1	8
22179631	5	0	0	0	0	0	0	0	5
22159126	1	0	0	0	0	0	0	0	1
22280421	3	0	0	0	0	0	0	2	5
22176861	19	0	0	0	0	0	0	3	22
22076581	2	0	1	0	0	1	0	1	5
22026894	1	0	0	0	0	0	0	0	1
26741512	1	0	0	0	0	0	0	0	1
21769737	1	0	0	0	0	0	0	0	1
41405455	1	0	0	0	0	0	0	0	1
22043802	0	0	0	0	0	0	0	1	1
22188592	3	0	0	0	0	0	0	0	3
21759529	0	0	1	0	0	0	0	0	1
21800537	1	0	0	0	0	0	0	0	1
22080333	1	0	0	0	0	0	0	1	2
22192093	9	0	0	0	0	0	0	3	12
21711305	10	0	1	0	0	0	0	0	11
21997357	1	0	0	0	0	0	0	0	1
22266143	2	0	0	0	0	0	0	0	2
25601652	6	0	0	0	0	0	0	1	7
21772550	2	0	0	0	0	0	0	1	3
22210229	9	0	0	0	0	0	0	4	13
22172629	3	0	0	0	0	0	0	1	4
22731890	1	0	0	0	0	0	0	1	2
21942536	4	0	0	0	0	0	0	0	4
21754641	3	0	0	0	0	0	0	2	5
22148418	1	0	0	0	0	0	0	2	3
22282157	7	0	0	0	0	0	0	5	12
22198814	1	0	0	0	0	0	0	1	2
21997799	0	0	0	0	0	0	0	1	1
21693269	1	0	4	0	0	0	0	0	5
22101799	2	0	0	0	0	0	0	0	2
22086234	5	0	0	0	0	0	0	1	6
22220763	0	0	0	0	0	0	0	1	1
22044051	1	0	0	0	0	0	0	1	2
22007385	0	0	0	0	0	1	0	1	2
22256075	1	0	0	0	0	0	0	0	1
21893233	0	0	0	0	0	0	0	1	1
22265724	2	0	0	0	0	0	0	0	2
25509616	2	0	0	0	0	0	0	0	2
21777101	1	0	5	0	0	0	0	0	6
22592946	0	0	0	0	0	8	0	0	8
22239782	1	0	0	0	0	0	0	0	1
22235728	1	0	0	0	0	0	0	0	1
21800227	1	0	0	0	0	0	0	0	1
22290460	6	1	0	0	0	0	0	4	11
22174559	3	0	0	0	0	0	0	0	3
22039074	2	0	0	0	0	0	0	0	2
21911215	10	0	1	0	0	0	0	0	11
21715921	2	0	1	0	0	0	0	1	4
26194601	5	0	0	0	0	0	0	2	7
21697281	2	0	2	0	0	0	0	1	5
26050374	0	0	1	0	0	0	0	0	1
21770565	3	0	0	0	0	0	0	1	4
22204229	2	0	0	0	0	0	0	1	3
27104818	6	0	0	0	0	0	0	3	9
22025707	1	0	0	0	0	0	0	0	1
21798991	1	0	0	0	0	0	0	0	1
21709343	5	0	0	0	0	0	0	3	8
21967539	4	0	0	0	0	0	0	1	5
21909806	0	0	0	0	0	0	0	1	1
21765901	4	0	1	0	0	1	0	0	6
25958917	0	0	3	0	0	2	0	0	5
22302433	5	0	0	0	0	0	0	1	6
21760632	6	0	0	0	0	0	0	3	9
27931846	0	0	1	0	0	0	0	0	1
77505140	1	0	0	0	0	0	0	0	1
22004297	2	0	0	0	0	0	0	0	2
21812071	0	0	0	0	0	0	1	1	2
70868387	4	0	0	0	0	1	0	0	5
21952761	2	0	0	0	0	0	0	3	5
22395628	20	0	0	0	0	0	0	5	25
22219056	1	0	0	0	0	0	0	0	1
21703311	0	0	6	2	0	0	0	0	8
22020799	2	0	0	0	0	0	0	3	5
21789274	3	0	0	0	0	0	0	0	3
22363335	2	0	0	0	0	0	0	0	2
22395415	3	0	0	0	0	0	0	4	7
22167692	8	0	0	0	0	0	0	1	9
22357556	0	0	0	0	0	0	0	1	1
22293680	3	0	1	0	0	0	0	1	5
22097210	8	0	0	0	0	0	0	1	9
21694231	3	0	0	0	0	0	0	1	4
21791635	2	0	0	0	0	0	0	0	2
22101128	3	0	0	0	0	0	0	1	4
21762716	7	0	0	0	0	0	0	1	8
22352678	5	0	1	0	0	0	0	0	6
21869723	1	0	0	0	0	0	0	0	1
22241744	2	0	0	0	0	0	0	0	2
27721001	2	0	0	0	0	0	0	0	2
22104461	1	0	0	0	0	0	0	1	2
22156933	2	0	0	0	0	0	0	0	2
22747966	1	0	0	0	0	0	0	0	1
22081861	6	0	0	0	0	0	0	0	6
22187413	4	0	0	0	0	0	0	1	5
21723311	5	0	0	0	0	0	0	0	5
22160515	1	0	0	0	0	0	0	0	1
21733821	3	0	1	0	0	1	0	0	5
22303618	2	0	0	0	0	0	0	1	3
21773084	0	0	0	3	0	0	0	0	3
21947431	3	0	1	0	0	0	0	0	4
21962758	5	0	0	0	0	0	0	2	7
21947546	3	0	0	0	0	0	0	1	4
21869812	3	0	1	1	0	0	0	0	5
22714081	5	0	0	0	0	0	0	2	7
22306455	0	0	1	0	0	0	0	0	1
22305483	1	0	7	0	0	0	0	0	8
21791074	3	0	0	0	0	0	0	2	5
21778566	3	0	0	0	0	0	0	0	3
22330968	2	0	0	0	0	0	0	0	2
22351841	2	0	2	0	0	0	0	0	4
22100831	1	0	2	0	0	0	0	0	3
22093796	1	0	0	0	0	0	0	0	1
22080309	0	0	3	0	0	1	0	0	4
22088458	3	0	0	0	0	0	0	0	3
22290419	2	0	0	0	0	0	0	4	6
22157484	3	0	0	0	0	0	0	2	5
22160248	1	0	0	0	0	0	0	0	1
22148604	4	0	1	0	0	0	0	0	5
22170031	8	0	0	0	0	0	0	3	11
22174621	0	0	0	0	0	0	0	1	1
22282874	2	1	0	0	0	0	0	0	3
22220020	1	0	0	0	0	0	0	0	1
21798168	2	0	0	0	0	0	0	0	2
24987166	2	0	0	0	0	0	0	0	2
21737878	1	0	0	0	0	0	0	0	1
21823227	1	0	0	0	0	0	0	1	2
21756376	0	0	1	0	0	0	0	0	1
21868794	1	0	0	0	0	0	0	1	2
22362916	3	0	0	0	0	0	0	0	3
22259481	0	0	0	0	0	0	0	1	1
21694991	1	0	0	0	0	0	0	0	1
22330976	1	0	0	0	0	0	0	0	1
21868158	3	0	0	0	0	0	0	0	3
25097482	3	0	0	0	0	0	0	0	3
21775371	3	0	0	0	0	0	0	1	4
22351426	1	0	0	0	0	0	0	0	1
22281690	0	0	0	0	0	0	0	1	1
22358790	1	0	0	0	0	0	0	1	2
22193553	2	0	0	0	0	0	0	1	3
22184376	6	0	0	0	0	0	0	1	7
21873186	1	0	0	0	0	0	0	0	1
22301356	2	0	1	0	0	0	0	1	4
22707573	0	0	1	0	0	0	0	0	1
21800359	0	0	0	0	0	0	0	1	1
22097571	2	0	0	0	0	0	0	0	2
22650997	1	0	0	0	0	0	0	0	1
22291521	1	0	0	0	0	0	0	0	1
22305289	3	0	0	0	0	0	0	0	3
21718121	6	0	0	0	0	0	0	2	8
22189521	1	1	0	0	0	0	0	0	2
22168915	9	0	0	0	0	0	0	2	11
22692215	2	0	0	0	0	0	0	0	2
22171169	4	0	0	0	0	0	0	2	6
22184741	2	1	0	0	0	0	0	1	4
22075925	1	0	0	0	0	0	0	1	2
21704694	4	0	0	0	0	0	0	0	4
22103287	2	0	0	0	0	0	0	0	2
21914061	6	0	0	0	0	0	0	11	17
22304401	2	0	0	0	0	0	0	0	2
22384880	0	0	0	0	0	0	0	1	1
21731888	0	0	2	0	0	0	0	0	2
22302492	2	0	0	0	0	0	0	0	2
21692807	5	0	0	0	0	0	0	1	6
22301666	8	0	0	0	0	0	0	0	8
22074538	3	0	0	0	0	0	0	2	5
22180249	5	1	0	0	0	0	0	2	8
27115330	2	0	0	0	0	0	0	0	2
22166670	1	0	0	0	0	0	0	1	2
27115283	1	0	0	0	0	0	0	0	1
25427211	3	0	0	0	0	0	0	2	5
21711119	1	0	1	0	0	0	0	1	3
22292225	9	0	0	0	0	0	0	4	13
21771529	3	0	0	0	0	0	0	0	3
22098577	2	0	0	0	0	0	0	0	2
21795452	6	0	0	0	0	0	0	1	7
22332359	0	0	0	0	0	0	0	1	1
22022031	2	0	0	0	0	0	0	1	3
22370919	0	0	0	0	0	0	0	1	1
22087508	4	0	0	0	0	0	0	0	4
74939718	2	0	0	0	0	0	0	0	2
22369074	5	0	0	0	0	0	0	1	6
22373233	3	0	0	0	0	0	0	3	6
21802092	1	0	0	0	0	0	0	0	1
21721238	1	0	4	0	0	1	0	0	6
22457704	0	0	0	0	0	1	0	0	1
22160809	2	0	0	0	0	0	0	4	6
21801240	0	0	0	0	0	0	0	1	1
21987335	1	0	0	0	0	0	0	0	1
25120808	0	0	0	0	0	1	0	0	1
21709823	1	0	0	0	0	0	0	0	1
21760047	2	0	2	0	0	0	0	1	5
22222031	0	0	0	0	0	0	0	1	1
22105239	0	0	0	0	0	0	0	2	2
22186433	6	0	0	0	0	0	0	0	6
22350942	0	0	6	0	0	0	0	0	6
22707549	1	0	0	0	0	0	0	0	1
21892571	0	0	0	0	0	0	0	1	1
21710279	5	0	0	0	0	0	0	0	5
21724105	0	0	0	7	0	0	0	0	7
21949484	6	0	0	0	0	0	0	1	7
22294121	4	0	0	0	0	0	0	0	4
22389008	1	0	0	0	0	0	0	1	2
22280979	0	0	0	0	0	0	0	2	2
21748551	1	0	4	0	0	0	0	1	6
21726370	1	0	0	0	0	0	0	0	1
22768823	3	0	0	0	0	0	0	0	3
21805831	0	0	0	0	0	0	0	1	1
21711062	3	0	0	0	0	0	0	2	5
22309462	0	0	0	0	0	0	0	1	1
22222286	6	0	0	0	0	0	0	1	7
22281495	5	0	0	0	0	0	0	1	6
22022058	0	0	0	0	0	0	0	1	1
22303944	3	0	0	0	0	0	0	0	3
21721777	1	0	2	0	0	0	0	0	3
21733864	3	0	0	0	0	0	0	1	4
22180842	4	0	0	0	0	0	0	3	7
22701851	1	0	0	0	0	0	0	1	2
21757267	7	0	1	0	0	0	0	1	9
22177671	4	0	0	0	0	0	0	0	4
21961239	1	0	0	0	0	0	0	0	1
22285946	1	0	0	0	0	0	0	0	1
22310461	8	0	0	0	0	0	0	6	14
22168087	3	0	0	0	0	0	0	0	3
21867411	5	0	1	0	0	0	0	0	6
22044574	2	0	0	0	0	0	0	1	3
22333479	1	0	0	0	0	0	0	0	1
21719012	0	0	0	0	0	1	0	1	2
21873348	3	0	0	0	0	0	0	0	3
22358447	2	0	0	0	0	0	0	0	2
22701737	1	0	0	0	0	0	0	0	1
22023984	3	0	0	0	0	0	0	1	4
22351191	4	0	0	0	0	0	0	1	5
22104101	3	0	0	0	0	0	0	0	3
22203265	2	0	0	0	0	0	0	3	5
21739366	0	0	1	0	0	0	0	0	1
21968411	2	0	1	0	0	0	0	1	4
22330445	4	0	0	0	0	0	0	0	4
22741429	0	0	2	0	0	1	0	0	3
25245694	2	0	1	0	0	0	0	1	4
21808651	2	0	0	0	0	0	0	0	2
22267239	0	0	0	0	0	0	0	1	1
22204067	4	0	0	0	0	0	0	5	9
22381970	6	1	1	1	0	0	0	1	10
22087940	3	0	1	0	0	0	0	1	5
21945705	7	0	1	0	0	1	0	1	10
22319735	2	0	0	0	0	0	0	0	2
22240632	3	0	0	0	0	0	0	0	3
22398767	1	0	0	0	0	0	0	1	2
22362681	1	0	0	0	0	0	0	0	1
75515369	2	0	0	0	0	0	0	0	2
21752842	5	0	0	0	0	0	0	0	5
22305122	5	0	0	0	0	0	0	1	6
21946957	5	0	1	2	0	0	0	0	8
